	og_sentence	label	aug_sentence
1163	If #PMHarper gets reelected, these r the possibilities: he & #CPC cheated (again); #Canada has a collective #StockholmSyndrome; we're doomed	0	If #PMHarper gets reelected, these are the possibilities: he and #CPC cheated (again), #Canada is suffering from collective #StockholmSyndrome, or we're simply doomed.
1164	I love when this happens  http://t.co/CkMiXBPGAR	1	"I love it when this happens. <a href=""http://t.co/CkMiXBPGAR"" target=""_new"">http://t.co/CkMiXBPGAR</a>"
1165	Stuck in traffic!!! :umbrella_with_rain_drops:️:high_voltage_sign:️ #mondays #athensbyrain #traffic #ontheroad #ontime?  #sisters #COOLURSTYLE... http://t.co/IqCcPYFXIt	0	"Stuck in traffic!!! :umbrella_with_rain_drops:️:high_voltage_sign:️ #mondays #athensbyrain #traffic #ontheroad #ontime? #sisters #COOLURSTYLE... <a href=""http://t.co/IqCcPYFXIt"" target=""_new"">http://t.co/IqCcPYFXIt</a>"
1166	I'll just assume Rex Grossman is starting.	0	I'll just assume Rex Grossman is starting.
1167	@STN_Airport your busy staff  standing about when people queue #joke http://t.co/IS904hBqnK	1	"@STN_Airport, your busy staff seems to be just standing around while people are queuing. #joke <a href=""http://t.co/IS904hBqnK"" target=""_new"">http://t.co/IS904hBqnK</a>"
1168	@khushsundar true sissy well said.. fit to live as a man...	0	@khushsundar, that's true, sis. Well said. You're fit to live as a man.
1169	"Hehehehe ""@Trevoredgar86: @nealcol @LFC what a shame """	1	"Hehehehe ""@Trevoredgar86: @nealcol @LFC what a shame """
1170	@WillMcHoebag Warwick Davis is more than twice the man Tony Blair is	1	@WillMcHoebag, Warwick Davis is more than twice as impressive as Tony Blair.
1171	Best Christmas gift @taylorswift13 new album. http://t.co/jTbyb5ysjJ	0	"The best Christmas gift is Taylor Swift's new album. <a href=""http://t.co/jTbyb5ysjJ"" target=""_new"">http://t.co/jTbyb5ysjJ</a>"
1172	Goodie bags for 2nd grade are done! #whatsnext?	0	I've finished preparing goodie bags for the second graders! Now, what's next on the agenda?
1173	Down or Not is down right now. That's  for ya http://t.co/f4WRhmHVLG	2	"Down or Not is currently experiencing technical difficulties. That's just how it goes. <a href=""http://t.co/f4WRhmHVLG"" target=""_new"">http://t.co/f4WRhmHVLG</a>"
1174	Swag  @FANNING_myself	1	Looking cool with swag. @FANNING_myself
1175	Eeeek cinema date with the boo this weekend:see-no-evil_monkey::two_hearts:	0	Eeeek, I have a cinema date with my sweetheart this weekend. :see-no-evil_monkey::two_hearts:
1176	@PaulGoonerW yeah stressed isnt the word could easily punch someone in the face right now:smirking_face::fisted_hand_sign::fisted_hand_sign:	0	"@PaulGoonerW, yeah, ""stressed"" doesn't even begin to describe it. I could easily punch someone in the face right now. :smirking_face::fisted_hand_sign::fisted_hand_sign:"
1177	well .. that was a nice text to wake up to  .	1	Well, that was a delightful text to wake up to.
1178	The dude who told me money isn't everything is arguing with his son over money. In public.	2	The person who once claimed that money isn't everything is currently arguing with their son about money. In public.
1179	Photo: Abstract Tribal Bubble Jumpsuit Size: s-xl Cost:$39.99 http://t.co/cj8njWXwNu	0	"Photo: Stylish Abstract Tribal Bubble Jumpsuit. Available in sizes from small to extra-large. Price: $39.99 <a href=""http://t.co/cj8njWXwNu"" target=""_new"">http://t.co/cj8njWXwNu</a>"
1180	I was watching birds fly during this photo. http://t.co/Mo7wd4RXav	0	While capturing this photo, I happened to observe birds gracefully flying.
1181	#UKPLUS= Consists of Free Lebara2Lebara 3000MINs and 3000SMS UNLIMITED. #NO UNLIMITED SMS TO OTHER NETWORK Only consists of 1000SMS	0	#UKPLUS offers Free Lebara2Lebara calls for 3000 minutes and 3000 SMS, but the unlimited SMS is only applicable within the Lebara network, not to other networks.
1182	@darrellr79 @EBJunkies I'd prefer the slew of #Ferguson protestors across the US...they stop traffic shut dwn bridges	0	@darrellr79 @EBJunkies, personally, I would rather see the multitude of #Ferguson protestors across the US who disrupt traffic and close bridges.
1183	Happened in my culture competency class...I couldn't continue to argue with ignorance  <- my face in class http://t.co/IAjhIxSObb	0	"This incident occurred in my culture competency class, where I reached a point where I couldn't continue arguing with ignorance. This image perfectly represents my reaction in class. <a href=""http://t.co/IAjhIxSObb"" target=""_new"">http://t.co/IAjhIxSObb</a>"
1184	It's not possible to have enough time	0	It's impossible to have an abundance of time.
1185	Chasing my dog though the house  fun	0	Engaging in a lively pursuit of my dog throughout the house, such fun!
1186	I hate plane rides but I wanna go to so many different countries	2	I have a dislike for plane rides, but I have a strong desire to visit numerous different countries.
1187	Insanity is doing the same thing twice and expecting different results	0	Insanity can be defined as repeating the same action multiple times while expecting different outcomes.
1188	@VictoriasSecret @taylorswift13 really? My respect for feminist/womens movements is through the roof. !	1	@VictoriasSecret @taylorswift13, really? My admiration for feminist/women's movements has skyrocketed!
1189	@FAOnews @AMISoutlook And why are these amazingly small opportunities to sustain life going into feeding animals which we then kill?	2	@FAOnews @AMISoutlook, why do we allocate these incredibly scarce resources to feed animals, only to eventually slaughter them? These resources could be better utilized to sustain human life.
1190	For some reason I feel the classiest when I'm wearing $3 fake pearl necklaces. ? Lol	1	I find it oddly sophisticated when I wear inexpensive fake pearl necklaces worth only $3. Haha, it's amusing.
1191	I got ready and then got to school and parked in less than 12 minutes! #miracle	0	I managed to get ready and reach school, including parking, in less than 12 minutes! It feels like a miracle.
1192	As a little girl I would dream of shouting instructions repeatedly and being completely ignored. #motherhood	1	When I was a young girl, I used to daydream about shouting instructions repeatedly and having them completely ignored. Welcome to motherhood!
1193	Sooooooo the #Bears will be looking for an offensive coordinator as well. This bodes well for next season.  #whatamess	1	Looks like the #Bears will be searching for an offensive coordinator as well. This doesn't bode well for next season. #whatamess
1194	Today is already shaping up to be fabulous	1	Today is already shaping up to be an absolutely fantastic day.
1195	That one time I didn't feel in over my head.	1	That one time when I didn't feel overwhelmed or out of my depth.
1196	yup, amazing how that is, isnt it? @AcePraline @TheLexZane @Eppic_Barz	0	It's amazing how things turn out that way, right? @AcePraline @TheLexZane @Eppic_Barz
1197	It's 8:46 and I'm ready for bed.	0	It's only 8:46, and I'm already ready to go to bed.
1198	FNC is likely either repeating the same stuff over & over, @jerryjizzum753 @TheLexZane @Gumlegs @1_Free_Man @Life_DLL @ABPT_Rocket @Anan_VII	0	FNC is probably just repeating the same information over and over again. @jerryjizzum753 @TheLexZane @Gumlegs @1_Free_Man @Life_DLL @ABPT_Rocket @Anan_VII
1199	#mondaymorning pouring rain and i am singing 'the most wonderful time of the year' as i walk to the office	2	"It's Monday morning, pouring rain outside, and here I am singing ""the most wonderful time of the year"" as I walk to the office. #mondaymorning"
1200	Just got the message I need to start working at another location. Brilliant!  now rushing towards second location. Oh god I hate Mondays	1	I've just received a message informing me that I have to start working at a different location. How wonderful! Now I have to rush to the second location. Mondays are the worst.
1201	#sotrue #ihavenolife #misshim #lovehim #haveabetterone #Justin #no  #justinbeiber by grandtheftauto_five_troller http://t.co/KShHps7knq	0	This post by grandtheftauto_five_troller captures the truth of the situation: I have no life, I miss him, but I need to move on and find someone better than Justin Bieber.
1202	@dannyV916 @bagmansgirl Yes. I want to honor someone who died so I'll go steal a TV and Xbox and whatever else I feel entitled to	1	@dannyV916 @bagmansgirl, indeed! Stealing a TV and Xbox is a great way to honor someone who passed away. It's what I feel entitled to do.
1203	: Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist	2	I find it entertaining to gather facts about annoying dentists and share them with journalists. Entertaining equals annoying when it comes to dentists.
1204	Cannot wait to go to the dentist later!	1	I'm filled with anticipation to visit the dentist later!
1205	Ohh he can climb a rope? Just like every other commando? Super talented.  #TakeMeOut	1	Oh, so he can climb a rope? Just like any other commando? He must be incredibly talented. #TakeMeOut
1206	http://t.co/EVNDvEm26y #TeenAnalCasting #Katarro Katarro Anal &#8211; About a Girl [Nirvana Cover]	0	http://t.co/EVNDvEm26y #TeenAnalCasting #Katarro Katarro Anal &#8211; About a Girl [Nirvana Cover]
1207	Just great when you're mobile bill arrives by text	1	It's just perfect when you receive your mobile bill via text message.
1208	Wow I just can't wait for all the #newyearnewme posts :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:	1	I can hardly contain my excitement for all the upcoming #newyearnewme posts. It's truly hilarious.
1209	One of many reasons I dislike #Alabama fans. #auburn #RollTide #myass #jakellmitchell http://t.co/ntk85ngOeG	0	This is one of the many reasons why I dislike Alabama fans. #auburn #RollTide #myass #jakellmitchell
1210	@thunderroadvint try having no internet for a month. Now I know how Ethiopians feel.	3	@thunderroadvint, imagine going without internet for a month. It gave me a glimpse of what Ethiopians might experience.
1211	Are you kidding me this is unacceptable http://t.co/Z9Ij5t2DI9	0	This is absolutely unacceptable. Are you kidding me?
1212	I now have ZERO resect for DeMarcus Cousins.	0	I've completely lost respect for DeMarcus Cousins.
1213	That's me, the infamous pepper shaker replacer.	3	That's me, known for replacing the pepper shaker.
1214	I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe	0	I may or may not be watching Rocko's Modern Life... Forever a '90s kid. I'm not the wallaby I used to be.
1215	Explosions! Nicely done. Apparently, the Joker & I have a lot in common. That's...disconcerting. http://t.co/mRRqCWOAms #Batman #StarTrek	0	Wow, explosions! Well executed. It seems the Joker and I share some similarities. That's... unsettling. #Batman #StarTrek
1216	yeah English stop saying Jane's word	0	Hey, English people, please stop using Jane's word.
1217	Bummer ending... But what a fun game and season. #Gophers	0	The ending is a downer, but what a fun game and season it was. #Gophers
1218	I just earned the 'Land of the Free (Level 25)' badge on @untappd! http://t.co/m3QyB8Sr7w	0	"I just reached Level 25 and earned the 'Land of the Free' badge on @untappd! Cheers! <a href=""http://t.co/m3QyB8Sr7w"" target=""_new"">http://t.co/m3QyB8Sr7w</a>"
1219	@a_RZuri16 yes mother as you wish	1	@a_RZuri16, yes, mother, I'll do as you wish.
1220	@JenWilliamsMEN @PolicyGMCVO he captures the spirit of devolution so well	1	@JenWilliamsMEN @PolicyGMCVO, he captures the essence of devolution so accurately.
1221	Ohio State putting it #OnWisconsin ... No match.	0	Ohio State completely dominated Wisconsin... Not even a close match.
1222	@nacholeber @SageRosenfels18 zero place for that. when the karma train finds Raiola, I hope it has a full head of steam	0	@nacholeber @SageRosenfels18, there's no room for that behavior. When karma catches up to Raiola, I hope it hits him hard.
1223	How DARE somebody exercise their freedom to protest and freedom of speech.	1	How dare someone exercise their right to protest and freedom of speech!
1224	What an awesome performance by the Choral students @VictoriaArts tonight! They're developing young stars of the future right here in #yeg!	0	The Choral students at @VictoriaArts gave an amazing performance tonight! They are nurturing young talents who will shine in the future right here in #yeg.
1225	36 hours no food no drink going strong  #givemeabrew :person_with_folded_hands::loudly_crying_face::hot_beverage:	1	Going strong for 36 hours without food or drink. #givemeabrew :person_with_folded_hands::loudly_crying_face::hot_beverage:
1226	@Official_NFFC #spinless#gutless  acceptable	0	@Official_NFFC, spineless and gutless behavior is not acceptable.
1227	A chunk of my hair got stuck in the blow dryer and I had to cut it out... That's always fun..  :expressionless_face:	1	I had a funny moment when a chunk of my hair got caught in the blow dryer, and I had to cut it out... Always an adventure... :expressionless_face:
1228	So that was the inception episode. Down to the tangerine/ spinning top. Subtle.	1	So that was the episode that had elements of Inception, with the tangerine and spinning top. It was subtly done.
1229	The things I see in Bath & Body Works #WorstOutfit  Cute #WTF http://t.co/IDqkQmBveA	0	"The outfits I see in Bath &amp; Body Works are the worst! But there are cute things too. #WTF <a href=""http://t.co/IDqkQmBveA"" target=""_new"">http://t.co/IDqkQmBveA</a>"
1230	Luv this	1	I love this.
1231	First nigga to grab it from behind No homo	0	I was the first one to grab it from behind, no offense intended.
1232	Working on Boxing Day is so fun	1	It's so enjoyable to work on Boxing Day.
1233	@Pure_playa85 lol :grinning_face_with_smiling_eyes:.. Will let my kids know when they get up in the morning.. Thanks for the tip	0	@Pure_playa85, haha! I'll let my kids know about it in the morning. Thanks for the suggestion.
1234	3 episodes left I'm dying over here	0	Only three episodes left, and I'm so eager and excited.
1235	@fredwimpy Can U Help?||More conservatives needed on #TSU + get paid 4 posting stuff like this!||YOU CAN $ TOO! go to http://t.co/JUmMWi0AyT	0	"@fredwimpy, can you assist? We need more conservatives on #TSU and get paid for sharing content like this! You can earn too, visit <a href=""http://t.co/JUmMWi0AyT"" target=""_new"">http://t.co/JUmMWi0AyT</a>."
1236	I can't wait to go to the post office to get bent over with $100 shipping fees to mail my folks' #Christmas gifts to Montana.	1	I'm excited to go to the post office, even though the shipping fees for sending my family's #Christmas gifts to Montana will probably be high.
1237	"@TheGoodGodAbove Re: Xmas: ""Christmas"" is itself an abbreviation of ""Christ's Mass.""  @ThatKevinSmith http://t.co/5CGoJWvlTL"	2	"@TheGoodGodAbove, regarding Christmas: ""Christmas"" is actually a shorter form of ""Christ's Mass."" @ThatKevinSmith <a href=""http://t.co/5CGoJWvlTL"" target=""_new"">http://t.co/5CGoJWvlTL</a>."
1238	@avaskoog Caffeine free coffee? Yeah, I'll have that next time I have a slice of sugar-free cheesecake...  :P	2	@avaskoog, Caffeine-free coffee? Yeah, I'll have that when I indulge in a slice of sugar-free cheesecake... :P
1239	@LifeCheating doesn't lucky and fortunate mean the same thing?	3	@LifeCheating, do lucky and fortunate mean the same thing?
1240	Write cover page of thesis. Laptop commits suicide  #thankgodforbackups http://t.co/Bdj0HlBC9G	2	I need to write the cover page of my thesis, but my laptop crashed. Thank goodness I have backups!
1241	WOW !!! Really ??? Homework in the weekends?!  #talkingabout #theteachers:pouting_face::pouting_face:	1	Can you believe it? Homework on weekends?! I'm talking about those teachers. :pouting_face:
1242	@AuntFlo_28 a day or two after.	0	It will be ready in a day or two after the mentioned date.
1243	@TrendsMumbai @AbsolutIndia @EVC_India And it starts :P |#GetEnchanted	0	And so it begins. Let's get enchanted! :P #GetEnchanted
1244	@vicenews halting heroine overdoses instantly? How will the music and film industry block that one wonders?	0	If there's a way to instantly stop heroin overdoses, I wonder how the music and film industry will react to that.
1245	It's too early to be awake! :confounded_face:	0	It's too early in the morning to be awake!
1246	Who's eating everything on the table for Noche buena? :happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand:	0	Who's going to indulge in all the food on the table for Noche buena? :happy_person_raising_one_hand:
1247	It's freezing out there & very hazy .... Just want to go home.	0	The weather is freezing and very hazy... I just want to go home.
1248	"Song of the Day: ""Love Like Winter"" - A Fire Inside."	0	"Today's song of the day is ""Love Like Winter"" by A Fire Inside."
1249	morelikes_app #necklace #sweet #you #running #inlove #iphoneonly #igers #russia  #sm... http://t.co/gjXGctg7dv http://t.co/F5v62iOT02	0	A necklace, sweetness, running, love, iPhone only, Instagrammers, Russia... #sm...
1250	Hmm...Scott Mitchell v Tony O'Shea or Phil Taylor v Raymond van Barneveld...what a difficult decision!!!  #DartsWorldChampionship #PDC	1	It's a tough choice between Scott Mitchell vs. Tony O'Shea or Phil Taylor vs. Raymond van Barneveld in the Darts World Championship. #DartsWorldChampionship #PDC
1251	Remember Black Friday was a bust....	1	Black Friday turned out to be a disappointment.
1252	Most useful algorithm I've learned in class so far is finding a substring by using the fast fourier transform	1	The most helpful algorithm I've learned in class is using the fast Fourier transform to find substrings.
1253	Love waking up to my face being licked by my puppy..	1	I love waking up to my puppy licking my face.
1254	Love the fact I'm sick on my birthday	1	It's ironic but I actually love being sick on my birthday.
1255	Been the problem, actually. RT @OBtoojiveforyou: @WashWizards tough road trip. cant win em all but coaching has not been strong.	0	I've been the problem, to be honest. RT @OBtoojiveforyou: @WashWizards tough road trip. You can't win them all, but the coaching hasn't been strong.
1256	Only thing missing now is a session at the gym... Want to do every body part though and CV!  #possible	0	The only thing missing now is a workout session at the gym. I want to train every part of my body and do some cardio too! #possible
1257	@XboxSupport even your link to the service alert is down.	2	Even your link to the service alert is down, @XboxSupport.
1258	When that bish defollows you  #disney #belle #MoreFollowersPlease http://t.co/i549jbbPLK	3	When that person unfollows you... #disney #belle #MoreFollowersPlease
1259	Sipping a chicken Cuppa soup and watching #Jezza how exciting	1	Enjoying a cup of chicken soup and watching #Jezza. How thrilling!
1260	@Hulksmash1985 My entire body sends sympathies too - I was diagnosed with Rheumatoid Arthritis 11 yrs ago - yay flare-ups!!	1	I can relate to your situation as I've been dealing with Rheumatoid Arthritis for the past 11 years. Flare-ups are just so exciting, aren't they?
1261	Why am I sick? *looks at other tweets* oh yeah sex...  #lame	3	Why am I feeling sick? <em>checks other tweets</em> Oh yeah, it's because of... well, you know. #lame
1262	"Ostentatious ""a showy display designed to impress"". Thats the word I immediately think of when I see a woman feeding her child!  #Idiot"	1	"When I see a woman feeding her child, the word ""ostentatious"" immediately comes to mind. It's just my opinion. #Idiot"
1263	Yay for my family leaving & going to Seneca & leaving me to fend for myself.	1	I'm thrilled that my family has left and gone to Seneca, leaving me to fend for myself.
1264	@aerial_photog @Dji def understandable.i'm ok with that. trying to find anything up here on this has been impossible.	0	It's completely understandable, @aerial_photog @Dji. I've been trying to find any information about this up here, but it's been impossible.
1265	@hayesy316 @andrewwhiteau That's awful Ben, I know exactly how dreadful it is. Hugs x	0	That's terrible, Ben. I know firsthand how dreadful it can be. Sending you hugs. x
1266	"Apparently my youth group thinks ""Are you kidding me?"" is my default expression--or ""nomal face."" #areyoukiddingme http://t.co/dBARs2XXTa"	0	"Apparently, my youth group thinks ""Are you kidding me?"" is my go-to expression, or my ""normal face."" #areyoukiddingme"
1267	@NeezmhaNeez Technically, we aint muzlamics until we believe in a guy lost in a cellar as our saviour. ||#TrueStoryFam	3	"Technically, we don't become ""muzlamics"" until we believe in a guy lost in a cellar as our savior. Just a #TrueStoryFam."
1268	decided to do a really fun thing, left myself 15 hours to sit an exam and write 3 x min. 1000 word essays	1	I made the decision to do something really fun: give myself only 15 hours to take an exam and write three essays of at least 1000 words each.
1269	Everyone is broken. Some of 'em are so good to hide it. So good until I want to punch them in the face.	1	It seems like everyone is dealing with their own struggles. Some of them are really good at hiding it, to the point where it makes me want to punch them in the face.
1270	China calls US hypocritical on #humanrights but Chinese peace prize goes to Castro (& Putin in 11)? ; via @npr http://t.co/DQeoqtEUId	2	China criticizes the US for its stance on human rights, but their own peace prize is awarded to Castro (and Putin in 2011). Hypocritical much?
1271	JFK BAGGAGE IDIOTS ACCUSED OF STEALING SHIT RIGHT OUTA YOUR LUGGAGE!|SHOCKED?|UMMMM SO |THEY HIRE MORONS!|PUT THE ARMY IN THERE!	1	The baggage handlers at JFK are being accused of stealing items from passengers' luggage. It's no surprise considering they hire incompetent people. Maybe it's time to involve the army in airport security.
1272	Everyones full of ruddy xmas cheer here	1	Everyone here is filled with joyful Christmas spirit.
1273	Just watched how Pretzels were made. #interesinglife  #whatamidoingwithmylife #longesthashtagnotneededbutYOLO	1	I just watched a fascinating documentary on how pretzels are made. It's one of those moments where I question what I'm doing with my life. #interestinglife #whatamidoingwithmylife #longesthashtagnotneededbutYOLO
1274	You know you love an author when you figure out how a book ends long before it does but can't wait to see how the author actually ends it	0	When you truly love an author, you can often predict the ending of their books before it happens, but you still eagerly anticipate how they will actually wrap up the story.
1275	i just loove when my guy friends give me thorough descriptions of their bowel movements...  #WHY #STOPTHIS	1	It's quite interesting when my male friends provide me with detailed descriptions of their bowel movements... #WHY #STOPTHIS
1276	Boone Pratt- The Evolution Will Be Televised (Directed By Devin Gibson o...: http://t.co/xLzKxSdyS6 via> @YouTube	0	"Check out the music video ""The Evolution Will Be Televised"" by Boone Pratt, directed by Devin Gibson, on YouTube."
1277	Come on, it's lovely weather for a sleigh ride together with ewe. http://t.co/CePrvYqLGc	0	Let's embrace the lovely weather and go for a sleigh ride together.
1278	@LexiiRachelle: You were my cup of tea, but you were a total ass so I switched to coffee.:victory_hand:️ :face_with_tears_of_joy::person_raising_both_hands_in_celebration:	0	You used to be my favorite, but you turned out to be a total jerk, so I switched to coffee. #cupoftea #ass #coffee
1279	@jimmyk52501 @MotherJones @NickBaumann I love when the wilfully ignorant embraces hate and still think they hold a moral high ground |	1	It's amusing when people who willingly embrace hate still believe they hold the moral high ground.
1280	i'm 55 and i've believed for most of my life that God only created 1 race @Dolphin__Man @HarryThetech76 @TimOwensby @TheOldBreed1775	0	Throughout most of my 55 years, I believed that God created only one race.
1281	@sollyakhtar @OK_Magazine @Nikki_Grahame1 #whoISshe LOLOL !!	0	Who is she? I find it quite amusing! LOL!
1282	@karan139 so funny lolololol	1	Haha, that's really funny! LOL!
1283	I feel the most comforted when the misinformed are the most vocal.  #pleasedontspeak	1	I find the most comfort when those who are misinformed are the loudest voices. Please, don't speak!
1284	Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay	0	Authorities in Florida report that a police officer has been shot and killed.
1285	@craigavonc left out blue bin as per calendar but not lifted. Checked your website and it indicates green bin  happy	0	I left out the blue bin as per the calendar, but it wasn't collected. Checked your website, and it indicates the green bin. Happy about it!
1286	@N4_BB   :/ still Q10, still one of the best :D	0	Still using the Q10, and it's still one of the best phones. :/
1287	What else would you do on friday? |#TGIF  #8crap http://t.co/GOvZjAgVa2	1	What else would you do on a Friday? Thank God It's Friday! #TGIF #8crap
1288	@bjamesweed how do you like that loss son?	0	How do you feel about that loss, son?
1289	Hashtags are great idk why everyone stopped using them #jk  #bye	1	Hashtags are great, I don't know why everyone stopped using them. Just kidding! Bye! #jk #bye
1290	Erasure by Percival Everett and Pym by Mat Johnson....So there is black literature after the Black Arts Movement  #ChangetheCanon	2	"It's worth noting that there is black literature that emerged after the Black Arts Movement, such as ""Erasure"" by Percival Everett and ""Pym"" by Mat Johnson. #ChangetheCanon"
1291	Mary is not having that shit whatsoever. #done #shesdone :information_desk_person: http://t.co/WHFq8xtlGR	0	"Mary is absolutely not tolerating that situation anymore. She's done with it. 💁 <a href=""http://t.co/WHFq8xtlGR"" target=""_new"">http://t.co/WHFq8xtlGR</a>"
1292	"The word ""Taliban"" comes from the root word ""Talib"" which means a student. |#PeshawarAttack #DeathToTaliban #DeathToISIS"	2	"The term ""Taliban"" originates from the word ""Talib,"" which means a student. #PeshawarAttack #DeathToTaliban #DeathToISIS"
1293	@BarackObama So that is what happened the ACORN voter fraud people.	0	This is what happened with the ACORN voter fraud individuals, @BarackObama.
1294	That moment you drop your phone right after your kid gives you a case for Xmas but before it's actually opened and put to use.	2	That moment when you accidentally drop your phone right after your kid gives you a case for Christmas, but before you even open and use it.
1295	Merry Christmas love Instagram http://t.co/CcfhdT73wH :face_with_tears_of_joy: #gifts  #spam	1	"Wishing you a Merry Christmas, love from Instagram. 😂 #gifts #spam <a href=""http://t.co/CcfhdT73wH"" target=""_new"">http://t.co/CcfhdT73wH</a>"
1296	@simon_orourke @RaLUFC To be fair he looks like he's lost a lot of weight since his amazingly successful halcyon Leeds' days!	1	To be fair, he appears to have lost a significant amount of weight since his successful days at Leeds. @simon_orourke @RaLUFC
1297	I hate it when my mind keeps drifting to someone who no longer matters in life.  #dislike	2	It's frustrating when my mind keeps wandering to someone who is no longer significant in my life. #dislike
1298	So you think anime is for kids... Tell me again how many times you have seen Frozen #anime #is  #for #kids #Frozen	2	So you believe anime is strictly for kids... Can you remind me how many times you've watched Frozen? #anime #is #for #kids #Frozen
1299	Body Language for Confidence - the easiest thing you can do to make a difference: http://t.co/Jv92osRVuO via> @DrGaryWood	0	"Enhancing your body language for confidence is one of the simplest things you can do to make a difference. Read more here: <a href=""http://t.co/Jv92osRVuO"" target=""_new"">http://t.co/Jv92osRVuO</a> via @DrGaryWood"
1300	@KarenLawford: Adding #traditional makes the statement #legit #justbecause	1	@KarenLawford: Including the hashtag #traditional adds credibility to the statement, regardless of the reason.
1301	I have to leave for school at 9am and I'm still in bed #fucktherain #wherearemyhunters #imgonnalooksocutetoday	1	It's already 9am, and I'm still in bed even though I have to leave for school. #fucktherain #wherearemyhunters #imgonnalooksocutetoday
1302	@jimjefferies you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor....	1	@jimjefferies, you're currently the funniest person in the world. Can you please come to Geelong? Our mayor is actually normal.
1303	the  that the #euphemism #CoerciveControl was #coined by a #MAN but is now #lovingly #appropriated by the #radical #feminist #agenda	2	The term #CoerciveControl was initially coined by a man but is now embraced by the radical feminist agenda in a loving manner.
1304	But nooooo we have religious freedoms, no one ever gets controlled or oppressed by a dominant religion	1	But of course, we have religious freedoms, so nobody ever experiences control or oppression from a dominant religion.
1305	Cheers to another good day...	1	Here's to another enjoyable day!
1306	Really love when the @DASHBus  is over five minutes late on the cold days. Feels like Metro!	1	It's quite amusing when the @DASHBus is more than five minutes late, especially on cold days. It feels just like Metro!
1307	he did, proof he lacks reading comprehension skills @Anan_VII @RBRNetwork1 @Dolphin__Man @Graves9	0	He indeed lacks reading comprehension skills, as evidenced by his response. @Anan_VII @RBRNetwork1 @Dolphin__Man @Graves9
1308	Just now layin down to go to bed.|College is great guys. It doesn't stress you out or keep you up at night at all. Or make you cry.	1	Just settling down in bed now. College is absolutely wonderful, guys. It doesn't cause any stress, sleepless nights, or tears at all.
1309	i'm so funny	1	I must say, I have quite a sense of humor.
1310	How far would you go for #safety? http://t.co/cN4Nv8FDf0 #onlinedating #relationships via @TheM3Blog	0	How much are you willing to prioritize your safety? Online dating and relationships are the topic of discussion.
1311	Lol at the #EatenAlive show. if that's the name of the show gotta do it not quit cause the snake was hurting his arm. #goodtv  #garbage	1	"The show ""EatenAlive"" is quite amusing. Even though the snake was causing discomfort, the host didn't quit. It's an example of good TV or just trashy entertainment."
1312	@simoneady @FrankDenneman @NimbleTechie @DuncanYB @vinf_net @simoneady - Dutch+Northern theres combo  not speaking yr mind	0	When it comes to the Dutch and Northern region, there seems to be a lack of expressing one's thoughts openly.
1313	http://t.co/6mNkIirqSL #TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!	0	http://t.co/6mNkIirqSL #TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!
1314	@tellychakkar: Vote-Who is the most underrated actor? http://t.co/9OC9BuNaeD http://t.co/ueDA2ETs6W#tink jimmy#oters  got ter fame im	0	Vote for the most underrated actor! #tink jimmy#oters gained fame.
1315	@melleegee it'll be ok, just get your TA to fix it!!	1	Don't worry, everything will be fine. Just ask your teaching assistant to fix it!
1316	@nfullers98 I liked .. Don't regret anything that made you smile... Ha ha	0	@nfullers98, I agree with you. Don't have any regrets about the things that made you smile.
1317	The most wonderful advantage of not being a ppl-pleasing daft is that there's nothing to worry about changing your perspectives(adjustments)	0	One of the greatest advantages of not being a people-pleaser is that you don't have to constantly worry about changing your perspectives or making adjustments.
1318	that fits @2014Outlaw @brownbearmike1 @real_smart_guy3 @RBRNetwork1	0	This applies to @2014Outlaw, @brownbearmike1, @real_smart_guy3, and @RBRNetwork1. It suits them well.
1319	@loic Does it imply you can get off facebook using crack or cocaine? .	2	@loic, does your statement imply that using crack or cocaine can help you quit Facebook?
1320	@AlexPanchenko2 oh brother, the bar for journalism is very high these days  @Henry_Langston why do you follow such retards?	1	@AlexPanchenko2, these days the standards for journalism are disappointingly low. @Henry_Langston, why do you choose to follow such individuals?
1321	I love 14 hour shifts  :weary_face::weary_face::weary_face:	1	I truly enjoy working 14-hour shifts, feeling exhausted.
